gene_name	A1	A2	A3	A4	A5	A6	A8	A9	A10	A12	A13	A14	A17	A19	A20	A23	B1	B2	B3	B4	B5	B6	B7	B9	B10	B12	B13	B14	B16	B17	B19	B21	B22	B23	B24	C1	C2	C3	C4	C5	C6	C7	C9	C11	C12	C15	C16	C17	C18	C19	C20	C21	C24	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	D13	D14	D16	D17	D18	D19	D20	D21	D22	D23	D24	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E16	E17	E18	E19	E20	E21	E22	E23	E24	F1	F2	F4	F5	F6	F7	F8	F10	F11	F12	F13	F15	F16	F17	F18	F19	F20	F22	F23	F24	G1	G2	G3	G4	G5	G6	G7	G8	G9	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	H1	H2	H3	H5	H6	H7	H9	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H20	H21	H22	H23	H24	J2	L11	P6
MICA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
HLA-C	5	1	21.1	9	4	30.1	5	10	0	18	35.2	47.3	14	17	5	19	18	11	36.2	8	31.1	2	2	23.1	13	25.1	26.1	5	1	24.1	13	13	18	3	16	14	2	14	7	7	0	34.1	34.1	7	11	20	32.1	20	37.2	22.1	0	27.1	15	23.1	67.6	17	16	4	27.1	14	28.1	21.1	40.2	22.1	19	51.3	39.2	13	30.1	10	14	19	35.2	11	15	7	6	8	47.3	11	23.1	32.1	26.1	30.1	16	47.3	20	18	24.1	20	71.6	24.1	57.4	14	27.1	44.2	9	10	33.1	31.1	9	21.1	21.1	11	35.2	28.1	37.2	28.1	35.2	19	22.1	8	9	17	32.1	17	15	19	21.1	31.1	22.1	4	13	21.1	10	23.1	23.1	64.5	32.1	25.1	7	31.1	25.1	36.2	16	39.2	22.1	23.1	16	28.1	17	22.1	23.1	27.1	56.4	36.2	24.1	16	40.2	21.1	17	31.1	33.1	20	29.1	17	19	12	9	17	51.3	20	11	1	0	0	0
CCHCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX16	1	0	0	1	0	1	0	0	0	1	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	3	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	2	1	0	1	0	0	4	0	0	0	0	2	0	0	1	0	0	0	3	0	1	0	1	3	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
C6orf136	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
MRPS18B	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	1	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	2	0	0	4	0	0	1	0	0	0
PPP1R10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	1	9	0	2	0	0	3	1	0	0	0	0	0	0	0	0	3	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	6	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	1	1	2	3	2	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
ABCF1	0	1	0	1	0	3	0	1	0	0	1	2	0	1	0	1	2	0	1	0	4	0	1	0	2	3	0	1	0	1	0	2	0	1	4	2	0	0	0	0	0	1	2	1	0	6	1	4	1	1	0	1	1	2	0	1	0	0	1	1	2	0	0	2	0	2	0	1	3	0	0	0	1	0	0	0	1	0	0	1	1	1	0	3	1	4	2	1	2	0	1	2	8	2	2	1	0	0	1	4	1	0	3	1	2	2	1	1	4	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	2	2	0	3	1	4	5	0	0	2	2	0	1	1	0	4	0	0	4	0	3	0	0	3	2	4	0	0	1	4	2	0	2	1	0	2	1	0	0	1	0	0	0
PRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DDR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNL1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	2	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	3	0	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	1	0	0	0	1	0	1	0	2	0	2	0	0	1	0	0	0	2	0	2	1	0	1	0	0	1	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0
HLA-E	1	2	9	5	2	13	3	3	0	9	17	20	15	13	1	7	9	8	9	6	14	1	2	7	14	10	15	4	3	10	1	11	5	0	6	8	1	5	4	9	0	12	11	7	13	14	14	7	12	4	0	9	18	14	13	15	3	2	6	11	6	10	13	11	10	6	44.2	15	5	6	10	10	13	3	8	10	4	2	19	13	12	5	10	11	30.1	40.2	17	5	24.1	15	25.1	13	39.2	14	11	22.1	4	0	4	16	4	7	15	15	24.1	14	18	12	14	15	8	1	7	8	13	17	6	4	5	11	10	1	4	4	7	8	17	26.1	1	16	18	13	18	19	18	9	7	12	5	10	2	16	11	8	34.1	23.1	20	12	17	10	7	4	7	13	4	6	5	6	2	7	3	9	13	0	0	0	0
ZNF468	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZNF616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PPP1R11	0	0	1	2	1	1	0	1	0	0	0	3	0	0	0	2	3	0	2	1	2	1	1	0	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	2	1	4	0	3	0	1	3	1	3	0	1	0	1	2	1	0	0	0	4	0	1	1	4	3	0	0	1	0	0	0	2	5	0	1	1	4	0	2	1	2	0	0	5	0	2	0	1	0	0	2	0	0	0	0	1	3	1	2	2	0	0	0	2	0	2	0	4	4	0	2	1	1	0	0	1	0	1	1	0	5	0	1	0	0	2	1	1	1	0	0	1	0	1	1	1	2	3	2	1	0	2	0	1	2	10	0	1	0	1	1	0	2	0	2	3	0	0	0	0
RACK1	2	1	7	9	0	12	4	3	1	8	21.1	33.1	7	8	2	15	11	8	16	9	9	0	1	3	12	9	12	5	1	12	3	19	5	2	8	4	5	8	1	7	0	14	19	0	0	7	6	12	8	2	0	22.1	16	12	29.1	15	20	1	7	9	1	9	13	14	10	11	55.4	14	13	1	9	10	24.1	4	6	4	4	7	18	15	9	15	8	5	11	13	14	14	16	10	43.2	12	33.1	10	10	27.1	7	0	15	19	8	5	15	13	10	18	12	18	18	10	17	0	18	10	18	12	7	4	7	9	13	6	9	13	13	12	10	18	10	18	6	13	17	17	18	10	23.1	4	15	30.1	8	14	5	14	31.1	22.1	9	11	14	10	14	17	11	14	4	8	30.1	10	7	15	7	8	9	3	0	0	0
HLA-G	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	4	0	0	1	0	1	0	0	0	2	0	0	1	0	1	1	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
HLA-F	2	0	3	1	0	5	1	2	0	1	3	2	0	4	0	1	0	0	3	0	8	0	0	3	6	6	2	0	0	7	2	2	1	0	0	1	0	3	0	0	0	5	2	0	2	4	0	3	2	6	0	8	7	3	9	0	8	0	5	3	8	2	3	3	1	3	2	1	5	1	3	1	1	0	0	0	1	2	3	1	6	4	2	4	1	10	5	0	4	3	8	2	5	0	2	4	2	2	3	3	1	1	2	2	7	8	4	7	8	1	3	4	3	0	4	2	2	5	7	5	1	1	2	0	3	6	4	15	4	0	2	8	5	2	3	0	1	6	0	3	4	6	1	4	15	0	5	4	4	11	4	2	5	4	3	2	1	0	1	4	4	5	1	0	0	0	0
C9orf57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKT1S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRIM27	0	0	1	0	0	2	0	1	0	0	1	0	2	0	0	1	0	1	0	1	0	0	0	2	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	2	1	0	0	2	3	0	0	4	0	1	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	1	0	0	0	0	2	0	1	2	2	2	0	2	0	0	2	2	0	0	3	1	3	0	0	2	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0
RANBP17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN2	0	0	1	3	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	1	1	0	0	2	0	0	4	1	0	0	1	0	5	0	1	2	2	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	7	0	1	1	0	1	2	0	0	0	0	0	1	5	2	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	2	1	3	0	0	2	8	4	3	3	0	2	1	0	1	1	0	2	0	0	0	3	0	0	2	0	2	2	2	0	0	0	1	1	0	0	0	0	0
DCTN1	0	0	1	0	0	0	0	0	0	0	3	4	1	1	0	1	0	0	0	1	0	1	0	1	3	3	0	1	1	1	2	0	1	0	3	2	0	0	0	0	0	0	1	0	0	3	2	0	4	4	0	1	0	1	1	1	0	0	0	0	0	0	3	0	2	0	7	3	2	0	1	0	0	1	0	0	0	0	0	3	2	2	0	2	1	0	0	3	2	0	2	0	2	0	0	2	0	0	0	0	0	3	0	0	2	2	2	0	1	2	0	0	0	3	0	0	1	4	1	2	0	0	0	5	2	0	1	0	0	0	2	0	1	1	2	2	4	9	0	1	0	1	2	0	4	2	0	0	3	1	0	1	1	1	0	0	0	0	0	1	1	3	1	0	0	0	0
TCTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAM216A	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
MZT1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	1	0	0	1	0	0	0	0	0	1	2	0	0	1	0	1	0	4	0	0	1	0	4	0	0	0	0	0	1	0	2	1	0	0	0	1	1	1	0	0	1	2	0	0	0	0	2	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	2	2	0	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0
ZNF155	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO48	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ZNF783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C12orf73	1	1	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	1	1	0	1	0	1	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	2	2	0	1	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0
PCDHA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM13	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	1	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	3	3	0	1	1	1	1	2	0	0	0	0
