gene_name	A1	A2	A3	A4	A5	A6	A8	A9	A10	A12	A13	A14	A17	A19	A20	A23	B1	B2	B3	B4	B5	B6	B7	B9	B10	B12	B13	B14	B16	B17	B19	B21	B22	B23	B24	C1	C2	C3	C4	C5	C6	C7	C9	C11	C12	C15	C16	C17	C18	C19	C20	C21	C24	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	D13	D14	D16	D17	D18	D19	D20	D21	D22	D23	D24	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E16	E17	E18	E19	E20	E21	E22	E23	E24	F1	F2	F4	F5	F6	F7	F8	F10	F11	F12	F13	F15	F16	F17	F18	F19	F20	F22	F23	F24	G1	G2	G3	G4	G5	G6	G7	G8	G9	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	H1	H2	H3	H5	H6	H7	H9	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H20	H21	H22	H23	H24	J2	L11	P6
SLC25A24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	2	2	0	3	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
MAP3K4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF213	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	6	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1	1	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	2	0	0	0	0	3	0	2	1	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	1	0	0	3	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	3	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	2	0	0	1	1	1	0	2	0	1	0	0	0	1	1	5	3	2	0	1	1	0	1	3	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE3	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	2	0	2	1	2	0	1	0	0	0	0	0	0	0	0	1	0	3	3	1	0	1	1	0	1	0	0	0	0	2	1	1	0	4	0	0	2	1	0	2	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	2	0	0	1	0	0	1	1	1	1	2	0	0	1	0	0	1	0	0	4	3	3	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	6	0	0	0	1	0	0	0	2	1	0	0	0	0	0
RRN3	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	1	1	2	0	3	0	3	0	0	1	0	0	4	1	0	0	0	0	2	0	2	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	3	2	0	0	0	0	2	0	1	0	0	0	2	1	2	0	1	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	6	1	0	1	1	0	0	0	0	0	0	0	0	0	0
CTTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
WNT11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTIF2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	2	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0
DDHD2	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
EPS15	2	0	0	1	1	1	0	1	0	6	0	0	1	1	0	1	0	0	3	0	1	1	0	2	1	2	2	3	1	1	0	1	0	0	0	2	0	5	1	1	0	2	2	1	3	0	0	0	3	0	0	1	1	1	1	0	1	0	0	2	1	0	2	3	0	11	2	2	0	1	0	1	1	1	0	0	0	3	3	4	0	0	0	2	3	1	0	2	3	0	7	0	3	0	2	2	0	0	0	2	3	2	0	1	3	2	1	1	2	3	1	0	4	0	1	0	2	0	0	3	1	1	0	1	2	0	7	4	0	4	0	7	0	0	0	1	3	1	4	0	0	2	1	0	1	2	2	0	1	2	1	0	2	1	1	1	0	4	1	1	3	0	1	1	0	0	0
ORC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
MGST2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG16L1	0	0	2	0	0	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	1	0	3	1	0	1	0	2	0	4	0	0	0	0	0	0	1	1	2	3	0	0	0	0	1	0	1	2	4	0	0	0	3	0	1	0	2	1	0	0	0	1	0	3	1	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	2	1	1	1	2	0	0	0	1	1	1	5	0	0	0	2	0	0	3	2	0	2	0	1	0	0	2	0	1	0	0	0	0	0
USP40	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POMGNT1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
RAD54L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAST2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA1	0	0	0	0	1	3	0	2	0	1	2	8	0	4	0	2	1	1	5	0	1	0	1	2	2	6	5	5	1	1	3	4	0	0	2	3	1	1	0	1	0	2	5	3	3	2	0	1	2	0	0	1	1	4	7	4	3	0	1	3	1	1	2	0	0	1	4	3	0	0	10	3	1	1	1	6	1	1	1	3	3	1	2	2	7	8	2	3	3	1	2	5	6	0	3	0	2	5	2	3	2	1	11	3	1	0	7	2	2	3	1	0	3	3	0	2	3	1	1	1	2	0	2	2	4	3	3	6	2	5	1	2	3	8	10	7	3	2	6	4	0	0	3	1	2	0	0	1	2	4	2	1	2	0	0	3	0	0	0	1	3	0	4	1	0	0	0
B4GALT1	1	0	0	0	2	2	1	1	0	0	1	4	0	2	0	0	3	0	3	0	0	0	0	0	0	2	5	0	0	0	0	3	1	0	0	1	0	1	2	1	0	1	1	0	1	2	0	2	2	0	0	1	1	2	2	5	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	5	1	0	1	0	0	1	1	0	0	1	1	3	6	4	0	0	0	0	2	0	0	0	0	1	1	0	0	3	3	0	1	0	0	0	0	0	1	0	0	2	1	0	1	0	1	0	0	1	1	0	2	1	1	2	1	1	5	0	0	0	1	0	1	0	0	3	1	1	1	2	2	2	4	0	0	3	1	1	0	0	0	3	2	0	0	0	0	0
CHMP5	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	1	0	0	0	0	3	0	0	1	0	0	1	1	0	2	0	1	2	0	2	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	1	1	0	2	2	1	0	3	0	0	0	0	3	2	1	3	5	0	0	0	0	3	1	0	0	0	0	0	0	3	0	2	0	2	7	2	4	2	2	2	1	1	1	1	1	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	1	0	0	0	0	0	5	1	0	2	2	5	0	9	4	1	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	3	4	0	2	0	1	0	1	1	2	0	3	0	0	0	0
NFX1	0	0	0	2	3	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	7	0	1	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	3	9	0	0	0	1	0	4	1	0	1	0	2	1	4	1	0	0	3	0	1	3	1	1	0	10	0	1	0	0	1	0	0	0	0	0	3	1	0	1	2	0	0	3	1	0	0	0	1	5	1	4	1	0	3	0	1	0	0	1	0	2	0	8	3	0	0	4	0	0	2	0	3	3	1	0	2	1	0	1	0	1	0	3	0	2	2	0	2	3	0	0	0	0	0	1	0	1	4	0	1	0	0	5	3	0	1	0	0	6	1	2	0	2	0	0	0	1	0	2	0	1	0	0	0	0
DIMT1	0	0	0	1	2	3	0	0	0	0	2	5	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	0	1	3	0	0	5	4	1	0	0	1	1	0	0	2	0	1	2	0	0	4	3	2	1	0	1	2	1	0	1	0	2	0	0	0	1	0	0	0	2	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	4	2	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	3	0	0	0	0
IPO11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF2AK1	0	0	1	1	3	2	0	0	0	0	6	5	0	0	0	2	0	0	1	0	3	0	0	0	0	2	1	0	0	5	0	0	1	0	2	3	0	2	0	1	0	2	6	0	0	1	1	2	0	1	0	0	3	3	5	0	1	0	1	5	0	3	2	1	0	3	0	1	3	7	0	1	0	3	1	0	3	0	1	1	0	0	0	0	1	0	3	2	2	0	6	1	3	2	1	1	0	3	0	3	1	0	1	1	1	1	5	3	2	0	4	0	4	1	3	0	0	1	0	1	0	0	2	2	2	7	5	3	1	0	1	0	2	3	1	6	2	0	1	0	1	0	0	2	0	8	2	0	0	2	4	1	2	0	2	1	1	0	0	3	0	5	1	0	0	0	0
NME8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX10	1	0	0	0	3	3	0	0	0	4	6	6	0	0	0	2	0	2	8	1	3	2	1	0	0	4	1	3	0	3	1	0	1	0	0	1	1	0	0	1	0	0	6	0	2	1	1	4	1	0	0	2	4	0	1	4	1	0	1	0	0	2	0	4	0	0	1	0	0	0	1	2	2	0	0	1	1	0	2	0	2	1	1	0	0	8	0	1	0	0	0	9	2	3	1	0	1	0	4	3	2	4	2	4	2	2	1	2	7	0	0	0	5	0	1	1	0	1	0	0	0	0	0	1	2	3	3	0	4	5	1	1	0	2	0	2	1	1	1	3	0	0	1	0	0	8	0	1	2	3	3	0	1	0	1	1	1	4	0	1	1	1	4	2	0	0	0
SEPHS1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MRPL28	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0
ITPKC	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM22	1	1	1	2	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	2	0	3	0	0	1	1	0	1	0	0	0	5	1	0	0	0	0	0	3	0	0	0	1	4	0	0	3	0	0	0	1	2	1	0	0	1	1	0	0	1	1	2	1	0	0	2	0	3	0	2	0	0	0	0	0	2	1	3	2	0	0	1	2	0	0	1	0	0	0	1	0	1	0	1	5	1	1	0	1	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	6	0	2	3	4	0	2	0	1	2	1	0	2	1	0	0	2	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TMED2	0	0	0	3	1	2	0	3	0	1	2	6	1	4	0	0	0	1	3	1	1	0	1	0	2	3	1	1	1	1	0	2	1	1	0	3	0	0	1	2	0	2	5	2	0	4	1	0	1	1	0	4	2	2	2	3	0	0	1	2	2	0	3	2	0	3	1	5	3	1	3	2	4	0	3	1	0	0	1	0	0	1	1	1	0	4	1	2	2	3	6	0	5	2	3	1	0	1	0	3	2	1	4	2	3	0	4	1	0	2	1	0	2	2	1	2	4	0	1	3	0	1	0	3	3	1	1	4	3	4	4	3	2	10	2	3	1	1	1	3	0	1	0	2	5	4	2	2	3	0	1	2	3	2	0	0	0	0	1	1	1	0	4	0	0	0	0
ERO1B	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	2	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ZFAND6	1	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	3	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	2	5	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	2	0	0	0	1	0	0	1	2	1	1	3	0	3	0	0	1	1	1	0	1	0	0	1	0	2	1	2	6	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	2	0	0	2	0	0	1	2	1	0	0	0	1	1	2	1	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXLNG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	2	0	0	0	0	2	0	0	1	0	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
HUWE1	2	0	1	0	1	3	0	0	0	1	1	3	3	1	0	0	0	6	1	2	0	1	0	0	0	5	3	0	1	1	2	1	0	1	1	2	1	1	1	0	0	2	4	0	2	2	0	2	6	1	0	5	3	8	1	3	1	0	2	5	0	2	2	4	0	1	3	2	2	0	0	3	2	2	0	1	0	1	1	3	2	1	0	4	5	2	1	1	0	1	4	0	3	0	1	2	0	0	0	4	3	2	5	0	0	0	2	0	4	1	0	0	3	0	0	2	0	0	0	1	0	0	2	0	4	2	1	4	1	2	0	3	6	1	1	1	0	4	1	2	1	2	1	4	4	7	1	1	1	0	2	4	3	1	2	1	0	4	0	2	1	5	7	0	0	0	0
ZW10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
